id,NGR,Longitude/Latitude,Site Height,In-Use Ae Ht,In-Use ERP Total,Dir Max ERP,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,Lat,Long
746458,TL12549126,000W20 36 52N30 27,56,133,"8.697,411",280,1.4,0.9,1.8,2.7,3,2.8,2.5,3.8,6.9,5,4.4,3.7,4.8,7,5.6,4,5.1,7.9,6.8,6.7,6,5.6,2.5,2.1,3.7,5.1,2.4,0.3,0,0.5,3.1,3.3,2.3,2.1,2.3,3.1,52.507615,-0.343282
746459,SX53085554,004W04 04 50N22 53,113,38,"2.443,093",,0.4,0.4,0.3,0.7,1.2,2.4,3.4,5.7,7.7,7.4,8.9,11,14.4,16.4,14.1,14.3,15.6,12.9,12.6,11,10.3,8.8,7.4,4.9,2.5,4.5,2.2,0.4,0.3,0.4,0.1,0,0.4,0.9,1,0.7,50.381346,-4.067802
746460,NZ14785270,001W46 16 54N52 08,302,123,"19.099,852",,3.3,3.7,2.8,1.2,1.5,2.9,4.9,4.4,3.7,4.2,4.8,2.9,0.8,0.8,2,4,3.6,2.7,2.9,3.6,2.2,0.4,0.5,1.6,3.5,2.8,1.7,2.6,3.1,1.9,0.1,0,1.2,3.7,3.7,2.7,54.868838,-1.771233
746461,SZ03729218,001W56 55 50N43 45,64,52,"0.390,895",0,2.2,1.9,1.8,1.1,0.4,0,0,0.1,0.6,1.5,2.6,4.3,6.6,9.1,11.8,12.9,12.6,12.5,13,13.8,13.4,10.4,6.7,4.3,2.9,1.6,1.2,0.6,0.3,0.3,0.5,0.6,0.8,1.3,1.9,2.1,50.729221,-1.948658
746462,ST61027640,002W33 46 51N29 07,91,55,"2.000,000",190,8.4,10.2,11,10.2,8.8,5.9,4.5,3.7,2.5,1.8,1.3,0.9,0.1,0,0.4,1.3,1.9,2.9,3.8,4,4,3.3,2.5,1.9,1.1,0.3,0,0.5,1,1.2,1.6,2,2.6,3.2,4.4,6,51.48519,-2.562764
746463,TL89516949,000E46 38 52N17 27,69,51,"0.600,000",,0.9,1.7,2.8,3.9,5,5.8,6.4,6.7,6.8,6.7,6.7,6.6,6.3,5.8,4.9,3.8,2.7,1.6,0.8,0.3,0,0.1,0.2,0.4,0.6,0.8,1.1,1.1,1,0.8,0.6,0.3,0.1,0.1,0,0.3,52.290839,0.777315
746464,NJ94270253,002W05 46 57N06 49,87,41,"1.199,999",,0.2,0.5,1,1.6,2.3,3.3,4.8,6.6,8.6,10.9,12.8,15.7,19,24.4,25.9,25.9,25.9,25.9,25.9,25.7,23.8,22.2,18.6,15.8,14.1,11.8,9.4,7.4,5.4,3.8,2.4,1.3,0.6,0.2,0,0,57.113656,-2.096244
746465,SW69033944,005W14 19 50N12 35,237,138,"1.814,848",,1.1,1.3,1.1,1.1,2.6,1.2,0.1,1.3,2.1,1.1,0,1.3,1.5,2.9,4.7,8.7,13,17,14,12.5,9.6,5.7,3.5,2.3,0.7,1.3,2.7,7.5,10.8,12.3,16.7,18.2,12.1,7.3,3.7,1.5,50.209786,-5.238489
746466,TQ25645213,000W12 04 51N15 16,234,51,"0.954,993",310,3.5,3.8,3.1,1.9,1.8,1.9,1.9,4.1,8.5,13,13.6,12.7,11.4,9.7,9.2,8.4,8.8,10.1,9.2,4.4,1.6,0.6,0.9,1,1.3,3,3.8,2.8,2.8,3.4,1.4,0,1.1,3.4,2.6,3,51.254494,-0.200986
746467,SO63033336,002W32 24 51N59 51,204,127,"2.000,000",,0.6,0.5,2.4,4.2,2.5,1.3,2.8,2.9,1,0.3,0.6,1.9,4.1,1.9,1.4,3.2,3.1,0.8,0,0.3,1.8,3.9,2.8,1.6,3.9,3.7,2.1,1.2,1.6,3.5,4.2,2.2,1.8,3.6,3.3,1.2,51.997433,-2.53989
746468,TL20474944,000W14 29 52N07 48,54,166,"7.622,457",310,2,4.1,4.9,1.8,0.6,1,1.2,2.3,7.1,11.8,7.8,8,10.7,11,12,10.3,7.1,6.2,8.8,4.7,2,0.1,0,1.1,2.4,3.9,2,1,1.9,3,0.8,0.4,1.7,3.7,3.9,1.4,52.130132,-0.241462
746469,SK32448706,001W30 50 53N22 46,247,39,"2.800,000",,2.5,2.3,1,1,2.4,2,0.6,0,1,2.4,2.3,1,1,2.4,2,0.4,0,0.9,2.7,2.2,1,1,2.4,2,0.6,0,1,2.8,2.3,1,1,2.4,2,0.5,0,1,53.379385,-1.513809
746470,TQ87248589,000E41 55 51N32 27,33,40,"0.024,000",,0.1,0,0,0.2,0.6,1.3,2.3,3.7,5.6,7.8,10.3,12.9,15.3,17.3,18.3,18.5,17.6,15.7,13.1,10.3,7.7,5.5,3.7,2.3,1.3,0.6,0.2,0,0,0.1,0.2,0.2,0.3,0.3,0.2,0.2,51.540835,0.698653
746471,TG25850266,001E19 54 52N34 29,65,102,"0.390,895",,0,0.1,0.3,0.9,1.5,2.5,2.8,4.1,9.5,5.6,9.9,6.9,3.3,3,3.1,3.6,6,14.8,6.2,8.6,6.1,4.3,3.1,2.4,1.4,0.4,0.1,0,0.8,1.1,0.7,0.8,0.7,0.6,0.3,0.5,52.574817,1.331664
746472,SK11350032,001W50 02 52N36 02,169,200,"20.000,000",,0,0.7,2.2,1.8,2.2,2.4,1.1,2.8,1.7,1.7,1.7,0.3,0.1,0.6,2.1,1.7,2.3,2.3,1.2,2.8,1.7,1.8,1.7,0.4,0,0.6,2.1,1.7,2.2,2.4,1.1,2.9,1.7,1.7,1.8,0.3,52.600539,-1.833856
746473,SJ62890828,002W33 01 52N40 15,396,45,"3.908,949",,3.7,5.5,4.3,4.9,6.3,3.1,1.3,0.4,1.5,4,5.3,4.3,4.7,6.2,3.6,1.5,0.5,1.3,3.2,5.3,4.5,4.2,5.7,3.4,1.4,0.4,0.9,3.1,5.2,3.8,4.5,5.5,2.8,0.7,0,1.1,52.670935,-2.550228
746474,SU384181,001W27 17 50N57 40,84,63,"1.000,000",330,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,50.961044,-1.454599
746475,TQ22691062,000W15 26 50N52 55,211,45,"2.399,999",340,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,50.882048,-0.257307
746476,SO96818872,002W02 54 52N29 47,267,65,"8.117,438",,1.3,1.2,0.8,0.9,1.8,2.3,2.6,2.7,2.3,1.5,1.6,0.3,0,0,0.1,0.3,0.4,0.5,0.9,0.3,0.2,0.5,0.8,0.9,0.9,0.8,1.2,0.3,3.2,0.4,0,0.1,0.7,1.6,1.6,2,52.496364,-2.048417
746477,SK80942333,000W48 03 52N48 05,138,235,"9.549,926",285,3.7,8.7,3.6,4,8.4,6.9,3.8,4.2,7.8,7.4,5.1,7.7,12.5,7,4.5,4.4,6.7,11.7,6,2.4,6.3,4.5,0.5,0,0.6,1.8,3.6,2.3,0.1,0.4,2.4,3,1.3,0.8,0.6,0.7,52.801451,-0.80088
746478,ST11017417,003W16 56 51N27 34,129,200,"8.795,145",330,1.6,1.7,0.2,0.9,2.7,1,0.3,3,5.3,3.5,5.6,9.3,9.8,7.4,8.9,8.2,8.4,11.3,8.7,5.7,8,8.8,2.7,2,4.8,6.3,3.4,2.4,4.5,6.6,6.1,0.8,0,1.8,2.9,1.1,51.459476,-3.282282
746479,TQ32960452,000W06 49 50N49 30,120,39,"0.600,000",320,1,0,0,1,3,4,4,6,9,9,8,7,6,8,13,14,14,16,16,13,12,11,10,9,7,3,1,0,0,1,2,4,3,2,3,4,50.824954,-0.113611
746480,SD66051446,002W30 53 53N37 32,439,207,"20.000,000",90,2,3.9,3,1.1,0,2.1,2.6,2.7,1.3,2.6,3.3,2.9,1.3,3.2,4,3.3,0.9,1.9,4.4,6,3.1,4.1,6.3,7.4,5.4,5.8,3.8,4.8,3,4.8,4,4.9,4.4,5.7,5,3.2,53.625547,-2.514794
746481,TQ59516044,000E17 16 51N19 15,219,150,"25.000,000",350,0.1,0.9,1,1,1.1,2.1,3.5,5.5,9,14,20,21,22,23,23,22,21,20,16,10,7,4.5,3,1.8,1.5,1.5,1.2,0.5,0.1,0.5,0.5,0.2,0.2,0.5,0.5,0,51.320696,0.287702
746482,TR06664724,000E57 21 51N11 13,98,43,"1.000,000",,2,2,1.5,1,1.3,2.7,5,7.4,9,9.2,9.5,9.8,10,10,9,7.5,6,6,6,6,4,2.3,1.5,1,1.2,1.5,1.7,2,2,2,2,2,1.2,0.3,0,0.7,51.187004,0.955865
746483,TL04482102,000W29 01 51N52 41,207,62,"3.322,607",160,12.6,11.4,9.8,7.8,5.8,4,2.4,1.3,0.6,0.1,0,0.1,0.3,0.6,0.9,1.1,1.1,1,0.8,0.6,0.3,0.1,0,0.2,0.7,1.4,2.5,3.9,5.8,7.9,9.8,11.6,12.6,13.1,13.2,13,51.877958,-0.483622
746484,SE39010617,001W24 46 53N33 03,94,38,"2.000,000",270,1,2,3,3,4,6,6,6,7,7,7,6,6,6,4,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.550702,-1.412685
746485,SK38277649,001W25 39 53N17 02,179,36,"1.000,000",200,7,6.8,6.5,6.2,6,5,4,3,2,1.3,0.8,0.4,0,0,0,0.2,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,4,5,6,6.2,6.5,6.8,53.283991,-1.427446
746486,SK74208384,000W53 13 53N20 46,62,27,"1.199,999",,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,53.346243,-0.886897
746487,SK51839595,001W13 15 53N27 28,138,48,"1.000,000",225,7,8,8,8,8,8,8,8,8,7,6,5,3.5,2.5,1.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2.5,3.5,5,6,53.457744,-1.220893
746488,SE60330430,001W05 29 53N31 55,7,47,"0.600,000",,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,53.531884,-1.091294
746489,SK32448706,001W30 50 53N22 46,247,39,"1.100,001",,2,2,1,1,2,2,0,0,1,2,2,1,1,2,2,0,0,0,2,2,1,1,2,2,0,0,1,2,2,1,1,2,2,0,0,1,53.379385,-1.513809
746490,SK43239132,001W21 04 53N25 01,115,45,"0.198,166",,12.16,12.66,13.06,13.21,13.36,13.21,13.06,12.76,12.26,11.66,10.66,9.35,7.73,5.97,4.64,3.35,2.29,1.49,0.88,0.44,0.18,0.06,0,0.02,0.15,0.41,0.78,1.37,2.07,3.12,4.35,5.81,7.42,9.03,10.46,11.46,53.416904,-1.351035
746491,SK32448706,001W30 50 53N22 46,247,45,"0.060,000",,1.7,2.3,2.5,1.6,0.7,0.74,0.77,0.76,0.7,0.33,0,0.22,0.56,0.9,0.7,0,0.63,1.3,2.3,3.6,5.62,7.8,9.02,10.4,13.3,15.2,14.4,11.2,8.4,7.5,8.53,9.6,7.48,5.2,3.9,2.6,53.379385,-1.513809
746492,ST50881324,002W42 00 50N54 59,134,28,"2.000,000",310,1.4,0.7,0.1,0.1,0.1,0.7,1.9,3.1,5,6.5,7.6,7.9,8,8.1,8.1,8,7.7,6.6,5.1,3.3,2,0.9,0.2,0,0.2,0.7,1.5,2.3,3.1,3.6,4,4,3.9,3.6,2.9,2.3,50.916513,-2.700119
746493,ST36115886,002W55 06 51N19 31,73,22,"2.000,000",0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,51.325227,-2.918301
746494,ST56434883,002W37 32 51N14 13,303,272,"3.127,159",205,17.9,21.4,27.2,24.4,24.4,27.2,21.4,17.9,16.2,13,9.3,6.4,3.8,1.9,0.7,0.1,0,0.3,0.8,1.3,1.8,2,2,1.8,1.3,0.8,0.3,0,0.1,0.7,2,3.8,6.4,9.3,13,16.2,51.236969,-2.625476
746495,ST25072930,003W04 14 51N03 29,130,19,"1.000,000",225,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,51.058123,-3.070536
746496,SP05558614,001W55 11 52N28 23,152,75,"0.149,311",,21.18,21.58,21.58,21.58,21.18,20.18,18.28,15.74,13.17,10.58,8.28,6.38,4.8,3.38,2.4,1.6,1,0.5,0.2,0.09,0,0.09,0.2,0.5,1,1.6,2.4,3.38,4.68,6.38,8.38,10.65,13.18,15.98,18.48,20.28,52.473153,-1.919722
746497,SP15498090,001W46 25 52N25 33,120,40,"0.199,081",,15.98,18.48,20.28,21.18,21.58,21.58,21.58,21.18,20.18,18.28,15.74,13.17,10.58,8.28,6.38,4.8,3.38,2.4,1.6,1,0.5,0.2,0.09,0,0.09,0.2,0.5,1,1.6,2.4,3.38,4.68,6.38,8.38,10.65,13.18,52.425856,-1.77363
746498,SO03450129,003W23 55 51N42 07,282,43,"0.360,000",210,20,20,20,20,20,20,20,17,12,9,7,5,3.5,2.5,1.8,1.2,0.8,0.2,0,0,0,0,0,0,0,0.2,0.8,1.2,2.5,3.5,5,7,9,12,17,20,51.702007,-3.398531
746499,SO24411270,003W05 52 51N48 28,433,47,"0.342,033",65,0.5,1.7,2.9,2.5,1.3,0.4,0,0,0.5,1.2,2.3,2.9,1.6,0.6,0.7,1.9,2.9,2.8,2.7,3.2,4.6,7.2,10.8,12.2,11.5,11.5,12,11.2,7.9,5,3.1,2.7,2.9,2.9,1.8,0.7,51.807795,-3.097781
746500,SO22440237,003W07 27 51N42 53,400,48,"0.600,000",,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,51.714666,-3.12404
746501,ST35318961,002W56 08 51N36 06,94,50,"2.000,000",290,5,7,9,11,15,18,20,20,20,20,20,20,20,20,20,20,20,18,15,11,9,7,5,3,2.25,1.5,0.75,0.25,0,0,0,0.25,0.75,1.5,2.25,3,51.601588,-2.935417
746502,SO15990882,003W13 08 51N46 18,442,32,"0.360,000",0,0,0,0,0,0.2,0.8,1,1.5,2.5,3.5,5,6.5,9,11,17,20,20,20,20,20,20,20,17,11,9,6.5,5,3.5,2.5,1.5,1,0.8,0.2,0,0,0,51.771714,-3.218938
746503,ST09899109,003W18 10 51N36 41,381,30,"1.199,999",340,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,51.611393,-3.302735
746504,SO02090559,003W25 10 51N44 26,451,24,"1.000,000",340,2.4,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,51.740421,-3.419414
746505,ST56434883,002W37 32 51N14 13,303,220,"1.500,999",,0,1.8,3.5,6,9,8,9,10,11,10,8,8,10,11,14,20,20,20,20,15,10,7,4,1.8,0.5,0.5,1.2,2.5,4.5,5,3,4.5,5,3,1.5,0,51.236969,-2.625476
746506,ST22389008,003W07 20 51N36 15,360,17,"0.400,000",140,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,51.604177,-3.122175
746507,ST204933,003W09 05 51N37 58,369,34,"0.600,000",315,1,0.6,0.7,0.8,1.4,2.4,4.2,6.9,9.5,12.5,16.9,22.4,25.5,26,26,26,22.9,15.4,11.4,8.6,5.9,4.3,2.8,1.2,0.5,0,0,0.5,1.2,1.6,1.7,1.6,1.6,1.6,1.5,1.4,51.632846,-3.151491
746508,ST28479906,003W02 10 51N41 09,250,35,"0.500,000",20,0.6,0.3,0,0.3,0.6,0.9,1.4,2.2,3,4.9,7,9.5,12,14.4,16.4,18.4,20,20,20,20,20,20,20,20,20,18.4,16.4,14.4,12,9.5,7,4.9,3,2.2,1.4,0.9,51.685712,-3.036095
746509,SS990938,003W27 39 51N38 02,316,52,"0.600,000",70,0,0,0.2,0.7,1.5,1.9,2,2,1.9,1.1,0.4,0.1,0,0.3,0.9,1.5,2.2,3.1,4.6,7.6,9,9.5,11.5,14.9,18.7,22.3,19.3,11.4,9.6,8,5.4,3.6,2.6,1.4,0.9,0.6,51.633901,-3.460735
746510,SO12740430,003W15 54 51N43 50,419,42,"0.600,000",80,1.2,1.3,1.1,0.3,0.1,0,0.3,0.9,1.2,1.6,1.8,1.5,1.1,0.7,0.8,1.2,1.7,2.5,3.6,5,6.2,7.4,10.2,10.7,12,14.4,20.9,22.6,18.6,12.5,10.2,9.3,7.5,4,3.1,2.3,51.730587,-3.264891
746511,ST02627409,003W24 11 51N27 27,126,210,"2.000,000",300,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,51.457374,-3.402986
746512,ST11017417,003W16 56 51N27 34,129,140,"3.819,970",,0.3,0.5,3.3,3.6,0,2.3,4.5,1.2,0.2,1.1,2.5,4.3,8.5,11.7,13.8,15.7,16.4,14.5,8.7,5.7,3.8,1.9,1.1,0.7,1.2,2.6,3.7,7.2,9.6,11,16.3,11.3,6.2,5.3,2.3,0.5,51.459476,-3.282282
746513,SZ47548350,001W19 44 50N38 57,166,214,"5.000,000",15,2.5,2.5,1,0.1,0.3,1.4,3.2,6,8.9,12.1,16.5,23.3,26,28,28,28,28,28,28,26,26,23,20.4,15.6,11.7,8.3,5.1,2.8,0.9,0,0,0.9,3,2.8,1.4,1.4,50.649245,-1.328934
746514,SU44932951,001W21 37 51N03 47,158,40,"1.499,999",50,1,1,1,0.3,1,2,1.3,1,1,1,1,0,1,1.8,3,4.3,6,3,4,8,10,10,12.9,15.7,18.6,18.2,14.5,10.8,8,6,2,2,2,2.5,0,0,51.063167,-1.360216
746515,SU65730646,001W04 03 50N51 14,102,28,"0.500,000",130,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,50.853922,-1.067587
746516,SU50860888,001W16 43 50N52 38,50,24,"0.600,000",0,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1,0.7,0.3,0,0,0,0.3,0.5,0.8,50.877178,-1.278479
746517,SU87621107,000W45 20 50N53 33,194,24,"0.400,000",190,20.1,20.3,20.3,20.7,21.1,20.9,19.1,17.2,14.8,12.1,9.5,7,4.9,3.4,2.3,1.4,0.8,0.4,0.1,0,0.1,0.3,0.7,1.2,2.1,3.3,4.7,6.6,8.8,11.6,14.9,17.5,19.5,20.1,20.1,20.1,50.89247,-0.755575
746518,SU384181,001W27 17 50N57 40,84,63,"1.000,000",320,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,50.961044,-1.454599
746519,SZ56767833,001W11 58 50N36 07,227,49,"0.300,000",40,1.4,0.7,0.1,0.1,0.1,0.7,1.9,3.1,5,6.5,7.6,7.9,8,8.1,8.1,8,7.7,6.6,5.1,3.3,2,0.9,0.2,0,0.2,0.7,1.5,2.3,3.1,3.6,4,4,3.9,3.6,2.9,2.3,50.601933,-1.199325
746520,SJ81274781,002W16 51 53N01 38,220,49,"0.640,000",,0.2,0.7,1.7,3,3.1,2.4,1.3,0.4,0,0.2,0.7,1.7,3,3.1,2.4,1.3,0.4,0,0.2,0.7,1.7,3,3.1,2.4,1.3,0.4,0,0.2,0.7,1.7,3,3.1,2.4,1.3,0.4,0,53.027231,-2.28071
746521,SJ85975769,002W12 40 53N06 58,325,33,"2.000,000",0,0,0.4,1.2,2.4,4.1,5.6,7.2,7.7,7.9,7.9,8,8.1,7.9,7.3,5.9,4.1,2.6,1.3,0.5,0.1,0.1,0.5,1.2,2,2.7,3.4,3.8,4,3.9,3.7,3.3,2.6,1.8,1,0.3,0,53.116187,-2.211069
746522,SJ98761455,002W01 11 52N43 43,234,84,"0.850,000",330,0.7,1.4,2.3,3.5,5.1,7.3,9.9,13,16.5,19.8,22.1,25.8,36.3,35.4,38,28.7,25.9,24.8,22.3,24.7,25,18.6,15.4,12.3,9.7,7.4,5.5,3.9,2.6,1.6,0.8,0.3,0.1,0,0.1,0.3,52.728576,-2.0198
746523,SJ90513085,002W08 33 52N52 30,113,42,"0.300,000",,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,52.87502,-2.142442
746524,SJ93376767,002W06 03 53N12 22,401,59,"0.500,000",250,16.5,18.9,20.1,20.7,21.5,22.4,23.2,23.6,23.9,23.9,23.8,23.1,21.4,18.6,15.4,12.3,9.7,7.4,5.5,3.9,2.6,1.6,0.8,0.3,0.1,0,0.1,0.3,0.8,1.4,2.3,3.5,5.2,7.3,9.9,13,53.206041,-2.10072
746525,SJ96364514,002W03 20 53N00 13,265,18,"1.954,474",300,1.1,1,1.3,2.7,4.6,6,4.1,3.6,5.4,8.1,10,11.5,13.2,13.2,10.8,8.8,8.5,9.2,7.5,4.9,4.5,3.3,0.6,0,0.8,1.2,1.2,1.5,1.9,2.3,2.3,2.1,1.7,1,0.2,0.2,53.003549,-2.055691
746526,TM29053340,001E19 55 51N57 07,2,27,"0.600,000",,0.1,0,0.1,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,1.1,1.1,0.8,0.6,0.3,51.951883,1.331834
746527,TM12286414,001E06 26 52N14 04,64,225,"2.099,999",290,4.2,2.1,1.6,1.1,1.3,2.6,6,9,9,13,13,13,10.7,11.2,10,6,5,3.5,0.8,0,0.6,1.9,3,5,3,3,5,3,1.3,0.1,0.3,2,5,3.8,3,5.2,52.234496,1.107319
746528,TL89516949,000E46 38 52N17 27,69,51,"2.000,000",270,0.9,1.7,2.8,3.9,5,5.8,6.4,6.7,6.8,6.7,6.7,6.6,6.3,5.8,4.9,3.8,2.7,1.6,0.8,0.3,0,0.1,0.2,0.4,0.6,0.8,1.1,1.1,1,0.8,0.6,0.3,0.1,0.1,0,0.3,52.290839,0.777315
746529,TM19634254,001E12 03 52N02 16,32,46,"1.000,000",290,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,52.037726,1.200836
746530,TQ33585334,000W05 13 51N15 49,226,48,"1.199,999",,1,1.1,1.1,0.8,0.6,0.3,0.1,0,0.1,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,51.263565,-0.086822
746531,TQ33947122,000W04 30 51N25 27,110,163,"2.999,998",220,24.4,25.9,25.9,25.9,25.9,25.9,25.7,23.8,22.2,18.6,15.8,14.1,11.8,9.4,7.4,5.4,3.8,2.4,1.3,0.6,0.2,0,0,0.2,0.5,1,1.6,2.3,3.3,4.8,6.6,8.6,10.9,12.8,15.7,19,51.424161,-0.074944
746532,TQ16974827,000W19 35 51N13 18,127,27,"0.600,000",10,0.3,0,0.4,1.5,3.2,5.7,9.1,13.1,17.7,23.1,28.4,28.6,28.1,27.1,26.8,25.6,22.9,23.6,24.3,24.5,24.5,24.7,27,27.5,28.9,27.5,28.8,28.6,26,23.8,17.1,12.5,8.9,5.8,3.1,1.3,51.221643,-0.326426
746533,SU97474861,000W36 20 51N13 42,142,39,"0.586,342",315,0,0.8,2.6,5.4,5.9,5,6.5,12.4,11.1,12.1,11.9,13.9,14.8,10.2,9.1,11.2,13,10,11.8,12.6,17.7,11,5.4,3.5,3.9,2.7,0.3,1.7,0.9,1.8,4.4,1.7,1.1,2.6,4,1.2,51.228358,-0.605467
746534,SU82434900,000W49 15 51N14 03,179,50,"0.600,000",350,0,0,0,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0,0,0,0,51.234232,-0.820719
746535,TQ13525909,000W22 21 51N19 11,60,52,"1.000,000",140,9,9,6.8,3,6.3,4.3,1.2,3,1.7,2.3,2,1,2,2,2,2,2,3,3,1,1,2.4,3,0,2.5,3,3,2,5,7.8,7.5,11.6,16.3,16.5,12.9,9,51.319591,-0.372374
746536,TQ25645213,000W12 04 51N15 16,234,51,"0.954,993",310,3.5,3.8,3.1,1.9,1.8,1.9,1.9,4.1,8.5,13,13.6,12.7,11.4,9.7,9.2,8.4,8.8,10.1,9.2,4.4,1.6,0.6,0.9,1,1.3,3,3.8,2.8,2.8,3.4,1.4,0,1.1,3.4,2.6,3,51.254494,-0.200986
746537,SU96571314,000W37 40 50N54 35,245,46,"0.830,652",180,25.9,25.9,20.7,15.6,12,9.3,7.4,5.7,4.4,3.2,2,1.4,1.4,1.2,1,0.7,0.2,0.2,0,0.2,0.4,0.8,1.2,1.1,1.4,1.5,1.7,2.5,3.7,5.7,8.2,10.7,13.5,16.5,25,25.9,50.909654,-0.627813
746538,TV615986,000E17 19 50N45 52,11,32,"0.250,000",340,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.6,0.8,0.4,0,0,0,50.764511,0.288682
746539,TQ12000725,000W24 37 50N51 14,124,35,"0.280,000",280,0,0.5,1,2,3,4,4.5,5,6,7,7,7,6.5,6.5,6.5,6,4,3,3,2,1.5,0.5,0,0,0,0,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,50.853924,-0.410233
746540,TQ80711004,000E33 59 50N51 42,76,44,"0.920,000",,13,15,16.7,18.3,20,20,20,20,20,20,20,20,19,18,17,15,14,13,10.9,8,6.6,4.8,3,1.8,1,0.3,0,0,0.3,1,1.8,3,4.4,6.2,8,10,50.861622,0.566431
